Project ID,Project Status,Project Name,Street Number,Street Name,Street Type,Zip Code,Housing Tenure,Section 415 Declaration,Entitlement Approval Date,Actual/Estimated Completion Date,Planning Case Number,Property Information Map Link,Planning Entitlements,Project Units,Affordable Units,Units Subject to Section 415,On-Site Affordable Units,Off-Site Affordable Units,Off-Site Affordable Units at This Site,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Supervisor District,Neighborhood,Planning Neighborhood,Plan Area,Off-Site Principal Project ID,Off-Site Principal Project,Off-Site Project ID,Off-Site Project,Latitude,Longitude,Location
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,Rental,On-site BMR Project,09/24/2015,09/22/2022,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",205,25,205,25,0,0,0,5,9,11,0,0,0,0,0,0,0,25,0,0,0,6,South of Market,Financial District/South Beach,"East SoMa (EN), Rincon Hill",0,0,0,0,37.78536721,-122.3933593,POINT (-122.3933593 37.78536721)
2005-025,(6) Complete,410 Jessie,410,Jessie,St,94103,Ownership,On-site BMR Project,10/27/2005,02/26/2010,2005.0627,http://propertymap.sfplanning.org/?search=2005.0627,"2005.0627V,2005.0627X",24,2,24,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,South of Market,South of Market,"Central SoMa, Downtown",0,0,0,0,37.78317256,-122.4076891,POINT (-122.4076891 37.78317256)
2011-017,(6) Complete,Fifteen Fifteen,1501,15th,St,94110,Ownership,On-site BMR Project,11/14/2011,06/11/2014,2008.1395,http://propertymap.sfplanning.org/?search=2008.1395,"2008.1395E,2008.1395E_3,2008.1395K,2008.1395Q,2008.1395U,2008.1395X",40,7,40,7,0,0,0,1,1,5,0,0,0,0,0,0,0,0,7,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76654179,-122.4179775,POINT (-122.4179775 37.76654179)
2014-017,(5) First Construction Document Issued,119 7th,119,7th,St,94103,Unknown,Fee Payment,06/19/2014,11/30/2017,2012.0673,http://propertymap.sfplanning.org/?search=2012.0673,"2012.0673E,2012.0673U,2012.0673X",39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"East SoMa (EN), South of Market",0,0,0,0,37.77907287,-122.4103124,POINT (-122.4103124 37.77907287)
2001-004,(6) Complete,Argenta,1,Polk,St,94102,Rental,On-site BMR Project,07/12/2001,11/13/2008,2000.586,http://propertymap.sfplanning.org/?search=2000.586,"2000.586E,2000.586K,2000.586S,2000.586X",179,9,179,9,0,0,0,0,6,3,0,0,0,0,0,0,0,5,4,0,0,6,Downtown/Civic Center,Tenderloin,"Downtown, Market and Octavia",0,0,0,0,37.77679176,-122.4183285,POINT (-122.4183285 37.77679176)
2015-022,(5) First Construction Document Issued,901 Tennessee,901,Tennessee,St,94107,Ownership,On-site BMR Project,05/21/2015,02/05/2020,2013.0321,http://propertymap.sfplanning.org/?search=2013.0321,"2013.0321A,2013.0321CND,2013.0321E,2013.0321U,2013.0321X",44,6,44,6,0,0,0,0,3,2,1,0,0,0,6,0,0,0,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.76022721,-122.3891538,POINT (-122.3891538 37.76022721)
2003-001,(6) Complete,The Folsom Lantern,1168-1174,Folsom,St,94103,Rental,On-site BMR Project,01/01/2003,12/22/2005,2001.0661,http://propertymap.sfplanning.org/?search=2001.0661,"02-232,2001.0661D,2001.0661E,2001.0661K,2001.0661Q",22,1,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77578605,-122.409652,POINT (-122.409652 37.77578605)
2013-006,(5) First Construction Document Issued,5400 Geary,5400,Geary,St,94121,Ownership,On-site BMR Project,04/25/2013,05/16/2018,2004.0482,http://propertymap.sfplanning.org/?search=2004.0482,"2004.0482C,2004.0482CND,2004.0482E,2004.0482K,2004.0482SUB",37,4,37,4,0,0,0,0,1,2,1,0,0,0,0,0,0,4,0,0,0,1,Inner Richmond,Outer Richmond,,0,0,0,0,37.78114244,-122.4775965,POINT (-122.4775965 37.78114244)
1997-006,(6) Complete,3445 Geary (PM Name 3425 Geary),3425,Geary,Blvd,94118,Rental,On-site BMR Project,10/19/1997,05/21/2001,1997.236,http://propertymap.sfplanning.org/?search=1997.236,1997.236C,33,3,33,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,1,Inner Richmond,Lone Mountain/USF,,0,0,0,0,37.78100975,-122.4558681,POINT (-122.4558681 37.78100975)
2010-014,(6) Complete,"Onyx, Phase I",1717,17th,St,94103,Ownership,On-site BMR Project,07/15/2010,11/09/2015,2004.0946,http://propertymap.sfplanning.org/?search=2004.0946,"2004.0946C,2004.0946E,2004.0946K",20,2,20,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76436236,-122.4010288,POINT (-122.4010288 37.76436236)
2006-010,(6) Complete,3190 Scott,3190,Scott,St,94123,Ownership,On-site BMR Project,03/09/2006,05/14/2010,2007.0959,http://propertymap.sfplanning.org/?search=2007.0959,2007.0959D,12,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Marina,Marina,,0,0,0,0,37.79902663,-122.4406281,POINT (-122.4406281 37.79902663)
2008-004,(4) Site Work Permit Issued,5050 Mission,5050,Mission,St,94112,Rental,On-site BMR Project,08/14/2008,02/04/2019,2006.1213,http://propertymap.sfplanning.org/?search=2006.1213,"2006.1213C,2006.1213E,2006.1213E_3,2006.1213E_5,2006.1213K",61,9,61,9,0,0,0,0,4,4,1,0,0,0,0,0,0,9,0,0,0,11,Outer Mission,Outer Mission,,0,0,0,0,37.71779659,-122.4406663,POINT (-122.4406663 37.71779659)
2015-029,(6) Complete,236-238 Shipley,236-238,Shipley,St,94107,Ownership,On-site BMR Project,06/25/2015,06/28/2016,2014.0428,http://propertymap.sfplanning.org/?search=2014.0428,2014.0428U,15,2,15,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77922783,-122.4038575,POINT (-122.4038575 37.77922783)
2016-116,(4) Site Work Permit Issued,333 12th,333,12th,St,94103,Unknown,On-site BMR Project/Fee Payment,12/08/2016,12/07/2023,2015-004109PRJ,http://propertymap.sfplanning.org/?search=2015-004109PRJ,"2015-004109CND,2015-004109CUA-02,2015-004109ENV,2015-004109ENX,2015-004109MCM,2015-004109PPA,2015-004109SUB",200,21,200,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Mission,"South of Market, Western SoMa (EN)",0,0,0,0,37.77078349,-122.4139365,POINT (-122.4139365 37.77078349)
2010-009,(6) Complete,Habitat Terrace,1,Capitol,Ave,94112,Ownership,Units for Off-site Project,05/13/2010,10/07/2016,2009.0112,http://propertymap.sfplanning.org/?search=2009.0112,"2009.0112C,2009.0112E,2009.0112S,2009.0112Z",28,17,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,11,Ocean View,Oceanview/Merced/Ingleside,,2005-010,Summit 800,0,0,37.710931,-122.4602401,POINT (-122.4602401 37.710931)
2012-021,(5) First Construction Document Issued,L Seven,1222,Harrison,St,94103,Rental,On-site BMR Project,12/06/2012,11/28/2016,2007.1035,http://propertymap.sfplanning.org/?search=2007.1035,"2007.1035C,2007.1035E,2007.1035E_3,2007.1035E_5,2007.1035K,2007.1035Q,2007.1035S,2007.1035U",410,62,416,62,0,0,0,5,32,25,0,0,0,0,62,0,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.7736944,-122.4096669,POINT (-122.4096669 37.7736944)
2003-029,(6) Complete,3000 23rd,2690,Harrison,St,94110,Rental,On-site BMR Project,03/20/2003,05/17/2007,2004.0672,http://propertymap.sfplanning.org/?search=2004.0672,"2004.0672C,2004.0672E,2004.0672E_3,2004.0672E_4,2004.0672V",54,7,54,7,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.7548579,-122.4124657,POINT (-122.4124657 37.7548579)
2011-027,(6) Complete,AVA 55 9th,55,09th,St,94103,Rental,On-site BMR Project,06/23/2011,10/14/2014,2006.1248,http://propertymap.sfplanning.org/?search=2006.1248,"2006.1248C,2006.1248E,2006.1248K,2006.1248V,2006.1248X",273,33,273,33,0,0,0,1,11,21,0,0,0,0,33,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.77736332,-122.4153052,POINT (-122.4153052 37.77736332)
2004-016,(6) Complete,Shipley Square,821,Folsom,St,94107,Ownership,On-site BMR Project,12/14/2000,02/27/2004,1999.849,http://propertymap.sfplanning.org/?search=1999.849,"1999.849C,1999.849E,1999.849K,1999.849V",78,8,78,8,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.78138491,-122.4013602,POINT (-122.4013602 37.78138491)
2016-024,(5) First Construction Document Issued,22 Franklin,22,Franklin,St,94102,Rental,On-site BMR Project,03/31/2016,02/17/2019,2013.1005,http://propertymap.sfplanning.org/?search=2013.1005,"2013.1005CND,2013.1005E,2013.1005U,2013.1005VAR,2013.1005X",35,4,35,4,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,5,Downtown/Civic Center,Hayes Valley,"Downtown, Market and Octavia",0,0,0,0,37.77476769,-122.4205902,POINT (-122.4205902 37.77476769)
2003-007,(6) Complete,888 7th,601,King,St,94107,Ownership,Units for Off-site Project with On-site Obligation,03/13/2003,07/11/2008,1999.554,http://propertymap.sfplanning.org/?search=1999.554,"1999.554B,1999.554C,1999.554D,1999.554E,1999.554E_2,1999.554K,1999.554R",224,170,224,27,0,143,0,15,49,81,25,0,0,0,0,0,0,0,170,0,0,10,South of Market,Mission Bay,Showplace Square/Potrero Hill (EN),2003-019,The Infinity,0,0,37.77037954,-122.4010623,POINT (-122.4010623 37.77037954)
2016-049,(3) Design with Entitlements Approved,901 16th,901,16th,St,94107,Rental,On-site BMR Project,05/12/2016,05/11/2023,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",260,42,260,42,0,0,0,8,17,15,2,0,0,0,0,0,0,42,0,0,0,10,Potrero Hill,Mission Bay,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76583663,-122.3956884,POINT (-122.3956884 37.76583663)
2005-019,(6) Complete,"One Rincon, Phase I",1,Rincon Hill,0,94105,Ownership,Fee Payment,08/04/2005,02/24/2010,2003.0029,http://propertymap.sfplanning.org/?search=2003.0029,"05-151,05-152,2003.0029E,2003.0029K,2003.0029S,2003.0029X",382,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,"East SoMa (EN), Rincon Hill",0,0,0,0,37.78606254,-122.3921765,POINT (-122.3921765 37.78606254)
2017-027,(3) Design with Entitlements Approved,1629 Market St,1629,Market,St,94103,Rental,On-site BMR Project,10/19/2017,10/17/2024,2015-005848PRJ,http://propertymap.sfplanning.org/?search=2015-005848PRJ,"2015-005848CUA,2015-005848ENV,2015-005848GPA,2015-005848PCA,2015-005848PPA,2016-005955DVA,2016-005955TDM",584,158,584,158,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,6,South of Market,Mission,Market and Octavia,0,0,0,0,37.7735293,-122.4203114,POINT (-122.4203114 37.7735293)
2014-005,(6) Complete,832 Sutter,832,Sutter,St,94109,Ownership,On-site BMR Project,02/27/2014,09/16/2016,2007.0392,http://propertymap.sfplanning.org/?search=2007.0392,"2007.0392C,2007.0392E,2007.0392E_3,2007.0392K,2007.0392V",20,2,20,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,Downtown/Civic Center,Nob Hill,,0,0,0,0,37.78880085,-122.4142039,POINT (-122.4142039 37.78880085)
2001-008,(6) Complete,True Hope Square,950,Gilman,St,94124,Ownership,Units for Off-site Project,12/20/2001,12/18/2008,2001.0974,http://propertymap.sfplanning.org/?search=2001.0974,"2001.0974C,2001.0974V",20,20,0,0,0,20,0,0,0,16,4,0,0,0,0,0,0,0,20,0,0,10,Bayview,Bayview Hunters Point,"Bayview Hunters Point, Candlestick Point",2003-019,The Infinity,0,0,37.71776437,-122.3867814,POINT (-122.3867814 37.71776437)
2010-019,(6) Complete,616 20th,616,20th,St,94107,Ownership,On-site BMR Project,12/09/2010,11/21/2013,2012.1359,http://propertymap.sfplanning.org/?search=2012.1359,"2012.1359Q,2012.1359S",16,2,16,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.7607683,-122.3879746,POINT (-122.3879746 37.7607683)
2014-022,(6) Complete,923 Folsom,923,Folsom,St,94107,Ownership,Fee Payment,07/24/2014,11/15/2017,2012.1333,http://propertymap.sfplanning.org/?search=2012.1333,"2012.1333E,2012.1333E_3,2012.1333Q,2012.1333S,2012.1333U,2012.1333X",115,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77954119,-122.4036593,POINT (-122.4036593 37.77954119)
2005-005,(6) Complete,1598 Dolores,1598,Dolores,St,94110,Ownership,On-site BMR Project,02/17/2005,08/27/2004,2004.0915,http://propertymap.sfplanning.org/?search=2004.0915,2004.0915C,13,1,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,Noe Valley,Noe Valley,,0,0,0,0,37.74401717,-122.4248459,POINT (-122.4248459 37.74401717)
2017-026,(3) Design with Entitlements Approved,342-360 5th St,342-360,5th,St,94107,Ownership,On-site BMR Project,10/05/2017,10/03/2024,2015-005863PRJ,http://propertymap.sfplanning.org/?search=2015-005863PRJ,"2015-005863CUA,2015-005863ENV,2015-005863ENX,2015-005863PPA,2015-005863TDM",127,18,127,18,0,0,0,4,6,5,3,0,0,0,0,0,0,18,0,0,0,6,South of Market,South of Market,Central SoMa,0,0,0,0,37.77942546,-122.4029122,POINT (-122.4029122 37.77942546)
2003-012,(6) Complete,Valencia 270,270-284,Valencia,St,94103,Ownership,On-site BMR Project,05/15/2003,02/02/2006,2002.0333,http://propertymap.sfplanning.org/?search=2002.0333,"2002.0333C,2002.0333E,2002.0333E_2,2002.0333K",28,3,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,Mission,Mission,Market and Octavia,0,0,0,0,37.76852084,-122.4225934,POINT (-122.4225934 37.76852084)
2005-006,(6) Complete,470 Clementina,470,Clementina,St,94103,Ownership,On-site BMR Project,02/23/2005,06/09/2005,2004.1003,http://propertymap.sfplanning.org/?search=2004.1003,2004.1003Q,12,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77957081,-122.405643,POINT (-122.405643 37.77957081)
2004-011,(6) Complete,520 Chestnut,520,Chestnut,St,94133,Ownership,On-site BMR Project,08/12/2004,03/05/2007,2003.0429,http://propertymap.sfplanning.org/?search=2003.0429,"2003.0429C,2003.0429V",20,2,20,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,North Beach,North Beach,,0,0,0,0,37.8041843,-122.412103,POINT (-122.412103 37.8041843)
2011-034,(3) Design with Entitlements Approved,Parkmerced - Phase IC & 1D,3711,19th,Ave,94132,Unknown,On-site BMR Project/Fee Payment,02/10/2011,02/08/2018,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",545,27,545,27.22275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,Lakeshore,"Parkmerced, Western Shoreline",0,0,0,0,37.71701001,-122.4789231,POINT (-122.4789231 37.71701001)
1990-019,(6) Complete,Fulton Mews,443,Fulton,St,94102,Ownership,On-site BMR Project,09/02/2014,02/05/1992,1989.463,http://propertymap.sfplanning.org/?search=1989.463,"1989.463C,1989.463E,1989.463V",22,4,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77824668,-122.4240208,POINT (-122.4240208 37.77824668)
2013-011,(6) Complete,1490 Ocean,1490,Ocean,Ave,94112,Unknown,Fee Payment,06/06/2013,01/04/2018,2008.0538,http://propertymap.sfplanning.org/?search=2008.0538,"2008.0538C,2008.0538E,2008.0538K",15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,West of Twin Peaks,Balboa Park,0,0,0,0,37.724533,-122.457882,POINT (-122.457882 37.724533)
2015-018,(5) First Construction Document Issued,1238 Sutter,1238,Sutter,St,94109,Ownership,On-site BMR Project,05/07/2015,01/29/2019,2013.1238,http://propertymap.sfplanning.org/?search=2013.1238,"2013.1238C,2013.1238CND,2013.1238E,2013.1238PPA,2013.1238U,2013.1238V",37,4,37,4,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,3,Downtown/Civic Center,Nob Hill,Van Ness Corridor,0,0,0,0,37.78792924,-122.420824,POINT (-122.420824 37.78792924)
2002-011,(6) Complete,2545 Judah  (AKA 1408 31st),2545,Judah,St,94122,Rental,On-site BMR Project,10/17/2002,02/22/2008,2002.0229,http://propertymap.sfplanning.org/?search=2002.0229,2002.0229C,13,2,13,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,4,Outer Sunset,Sunset/Parkside,,0,0,0,0,37.76090076,-122.4895295,POINT (-122.4895295 37.76090076)
2009-018,(6) Complete,Blanc,1080,Sutter,St,94109,Ownership,On-site BMR Project,12/10/2009,04/02/2014,2006.0431,http://propertymap.sfplanning.org/?search=2006.0431,"2006.0431C,2006.0431E,2006.0431K,2006.0431V",35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,3,Downtown/Civic Center,Nob Hill,,0,0,0,0,37.78823786,-122.4180578,POINT (-122.4180578 37.78823786)
2015-004,(6) Complete,1 Franklin,1,Franklin,St,94102,Ownership,On-site BMR Project,01/08/2015,07/22/2016,2014.1423,http://propertymap.sfplanning.org/?search=2014.1423,2014.1423V,35,4,35,4,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77442892,-122.4211102,POINT (-122.4211102 37.77442892)
2014-021,(6) Complete,346 Potrero,346,Potrero,Ave,94103,Rental,On-site BMR Project,07/24/2014,12/15/2016,2012.0793,http://propertymap.sfplanning.org/?search=2012.0793,"2012.0793CND,2012.0793E,2012.0793E_3,2012.0793K,2012.0793U,2012.0793X",70,11,70,11,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,10,Mission,Mission,Mission (EN),0,0,0,0,37.7651396,-122.4078165,POINT (-122.4078165 37.7651396)
2011-022,(6) Complete,1600 Market,1600,Market,St,94102,Ownership,Units for Off-site Project,01/01/2011,03/14/2014,2009.0990,http://propertymap.sfplanning.org/?search=2009.0990,2009.0990E,24,23,1,0,0,23,0,0,12,11,0,0,0,0,0,0,23,0,0,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,2010-018,Linea,0,0,37.77407558,-122.4210442,POINT (-122.4210442 37.77407558)
1992-002,(6) Complete,Haight  Lofts,645,Haight,St,94117,Ownership,On-site BMR Project,02/06/1992,01/27/1995,1990.599,http://propertymap.sfplanning.org/?search=1990.599,"1990.599C,1990.599E,1990.599Q,1990.599T,1990.599Z",20,3,20,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,5,Western Addition,Haight Ashbury,,0,0,0,0,37.77151832,-122.4328134,POINT (-122.4328134 37.77151832)
2012-012,(3) Design with Entitlements Approved,376 Castro,376,Castro,St,94114,Ownership,On-site BMR Project,08/02/2012,08/01/2019,2004.0976,http://propertymap.sfplanning.org/?search=2004.0976,"2004.0976C,2004.0976E,2004.0976E_3,2004.0976K,2004.0976V",24,3,24,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,8,Castro/Upper Market,Castro/Upper Market,,0,0,0,0,37.76292125,-122.4355001,POINT (-122.4355001 37.76292125)
2001-007,(6) Complete,Tiffany Gardens,3249,Mission,St,94110,Rental,On-site BMR Project,12/06/2001,02/05/2004,2001.0137,http://propertymap.sfplanning.org/?search=2001.0137,"2001.0137C,2001.0137E,2001.0137Q,2001.0137V",33,3,33,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,Bernal Heights,Bernal Heights,,0,0,0,0,37.74427406,-122.4213437,POINT (-122.4213437 37.74427406)
2017-007,(3) Design with Entitlements Approved,1228 Folsom St,1228,Folsom,St,94103,Ownership,On-site BMR Project,01/05/2017,01/04/2024,2014.0964,http://propertymap.sfplanning.org/?search=2014.0964,"2014.0964ENV,2014.0964ENX,2014.0964GEN-02,2014.0964PPA,2014.0964U,2014.0964VAR",24,3,24,3,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77480902,-122.4109029,POINT (-122.4109029 37.77480902)
2004-012,(6) Complete,Book Concern Building,83 - 91,McAllister,St,94117,Ownership,On-site BMR Project,08/12/2004,02/01/2007,2004.0272,http://propertymap.sfplanning.org/?search=2004.0272,"2004.0272V,2004.0272X",60,6,60,6,0,0,0,4,0,2,0,0,0,0,0,0,0,0,6,0,0,6,Downtown/Civic Center,Tenderloin,"Civic Center, Downtown",0,0,0,0,37.78069993,-122.41327,POINT (-122.41327 37.78069993)
2013-018,(6) Complete,1001 17th  (aka 140 Pennsylvania),1001,17th,St,94107,Ownership,On-site BMR Project,09/26/2013,02/01/2016,2011.0187,http://propertymap.sfplanning.org/?search=2011.0187,"2011.0187CND,2011.0187E,2011.0187K,2011.0187SUB,2011.0187X",37,5,37,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,5,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76495546,-122.3941247,POINT (-122.3941247 37.76495546)
2003-008,(6) Complete,88 Townsend (Formerly 639-669 2nd ),88,Townsend,St,94107,Ownership,On-site BMR Project,03/27/2003,11/09/2006,1999.423,http://propertymap.sfplanning.org/?search=1999.423,"1999.423A,1999.423B,1999.423E,1999.423E_3,1999.423E_5,1999.423K,1999.423K_2",112,13,112,13,0,0,0,5,7,1,0,0,0,0,0,0,0,0,13,0,0,6,South of Market,Financial District/South Beach,"East SoMa (EN), South of Market",0,0,0,0,37.78116704,-122.390697,POINT (-122.390697 37.78116704)
2009-012,(6) Complete,Avalon Ocean,1150,Ocean,Ave,94112,Rental,On-site BMR Project,05/21/2009,05/28/2013,2006.0884,http://propertymap.sfplanning.org/?search=2006.0884,"2006.0884C,2006.0884E,2006.0884K,2006.0884Q,2006.0884S,2006.0884U",173,26,173,26,0,0,0,2,12,12,0,0,0,0,26,0,0,0,0,0,0,7,West of Twin Peaks,West of Twin Peaks,Balboa Park,0,0,0,0,37.72397953,-122.4550252,POINT (-122.4550252 37.72397953)
2017-008,(3) Design with Entitlements Approved,667 Folsom St,667,Folsom,St,94107,Unknown,Fee Payment,01/05/2017,01/04/2024,2015-002604PRJ,http://propertymap.sfplanning.org/?search=2015-002604PRJ,"2015-002604ENV,2015-002604ENX,2015-002604PPA",230,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,"Central SoMa, Downtown, East SoMa (EN)",0,0,0,0,37.78417715,-122.3977683,POINT (-122.3977683 37.78417715)
2010-018,(6) Complete,Linea,1960-1998,Market,St,94114,Ownership,Off-site BMR Project,12/16/2010,07/22/2014,2010.1018,http://propertymap.sfplanning.org/?search=2010.1018,"2010.1018C,2010.1018Q,2010.1018S",114,0,114,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Western Addition,Hayes Valley,Market and Octavia,0,0,2011-022,1600 Market,37.7700742,-122.4262078,POINT (-122.4262078 37.7700742)
2016-079,(3) Design with Entitlements Approved,1515 South Van Ness,1515,South Van Ness Avenue,Ave,94110,Rental,On-site BMR Project,08/11/2016,08/10/2023,2014.1020,http://propertymap.sfplanning.org/?search=2014.1020,"2014.1020CUA,2014.1020ENV,2014.1020U",157,19,157,19,0,0,0,10,1,8,0,0,0,0,0,0,0,19,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.74891077,-122.4154177,POINT (-122.4154177 37.74891077)
2003-025,(6) Complete,SOMA Grand,1160,Mission,St,94103,Ownership,On-site BMR Project,12/04/2003,03/24/2008,2002.0628,http://propertymap.sfplanning.org/?search=2002.0628,"2002.0628C,2002.0628E,2002.0628K,2002.0628V,2002.0628X",246,29,246,29,0,0,0,0,17,10,2,0,0,0,0,0,0,0,29,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.77852311,-122.4131981,POINT (-122.4131981 37.77852311)
2015-056,(5) First Construction Document Issued,1598 Bay,1598,Bay,St,94123,Unknown,Fee Payment,12/17/2015,02/11/2019,2014-003157PRJ,http://propertymap.sfplanning.org/?search=2014-003157PRJ,"2014-003157CND,2014-003157CUA,2014-003157ENV,2014-003157PPA,2014-003157VAR",28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,Marina,,0,0,0,0,37.80337067,-122.4330516,POINT (-122.4330516 37.80337067)
2014-034,(5) First Construction Document Issued,3420 18th,3420,18th,St,94110,Unknown,Fee Payment,12/16/2014,08/09/2017,2012.1572,http://propertymap.sfplanning.org/?search=2012.1572,"2012.1572E,2012.1572E_3,2012.1572PPA,2012.1572U,2012.1572V",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76200425,-122.4199861,POINT (-122.4199861 37.76200425)
2013-005,(5) First Construction Document Issued,1731 Powell,1731,Powell,St,94133,Unknown,Fee Payment,02/14/2013,08/29/2018,2013.0050,http://propertymap.sfplanning.org/?search=2013.0050,"2013.0050C,2013.0050CND,2013.0050F,2013.0050T,2013.0050Z",19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,Chinatown,,0,0,0,0,37.80068262,-122.4112875,POINT (-122.4112875 37.80068262)
2016-027,(4) Site Work Permit Issued,875 California,875,California,St,94108,Unknown,Fee Payment,04/07/2016,12/28/2020,2014-000609PRJ,http://propertymap.sfplanning.org/?search=2014-000609PRJ,"2014-000609CND,2014-000609CUA,2014-000609ENV,2014-000609SHD,2014-000609VAR",44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Chinatown,Nob Hill,,0,0,0,0,37.79178765,-122.408791,POINT (-122.408791 37.79178765)
